1.180808168878641595e+01 4.570000000000000284e+00
1.951523118164725190e+01 8.000000000000000000e+00
2.209662464812236493e+01 8.490000000000000213e+00
1.965500905083107597e+01 9.869999999999997442e+00
1.536208345183377766e+01 1.008999999999999986e+01
1.369331397639290060e+01 1.033999999999999986e+01
2.417590942790017294e+01 1.311999999999999922e+01
1.898393924471338323e+01 1.320000000000000107e+01
2.633600134581833885e+01 1.346000000000000085e+01
2.527996778050682281e+01 1.357000000000000028e+01
1.932993708604592342e+01 1.480000000000000071e+01
3.070121727090524644e+01 1.493999999999999950e+01
2.013870159295080953e+01 1.499000000000000021e+01
1.946280548888989870e+01 1.502999999999999936e+01
2.856058796703602809e+01 1.533999999999999986e+01
2.796617323365329355e+01 1.541999999999999993e+01
2.390849974148034818e+01 1.551999999999999957e+01
2.386812637905303092e+01 1.552999999999999936e+01
2.594037291686377245e+01 1.557000000000000028e+01
3.380044646342494019e+01 1.611000100000000046e+01
2.012153351318242755e+01 1.717000000000000171e+01
3.229853697384970701e+01 1.801999999999999957e+01
2.173440538390097032e+01 1.803000099999999861e+01
2.761137838319893234e+01 1.920000100000000032e+01
2.564192075978149887e+01 2.105999899999999769e+01
1.944610085490221252e+01 2.175000000000000000e+01
4.345033202954014229e+01 2.192000000000000171e+01
2.240639286877058822e+01 2.195000100000000032e+01
1.804736583957033957e+01 2.235000000000000142e+01
3.294408691933234934e+01 2.248999999999999488e+01
4.775774515822386945e+01 2.275000000000000000e+01
5.116507754380670292e+01 2.289999999999999858e+01
3.185284010570238422e+01 2.295000100000000032e+01
4.721575039348029179e+01 2.363999899999999599e+01
3.368248197312148307e+01 2.379999899999999968e+01
3.988782432335455042e+01 2.388999899999999599e+01
2.858120029196982159e+01 2.407000000000000028e+01
1.862106106385852655e+01 2.428000099999999861e+01
3.644021879496366267e+01 2.438999899999999599e+01
2.109672520686726216e+01 2.445000100000000032e+01
3.351382598713612282e+01 2.457999999999999829e+01
2.688735612592108737e+01 2.485000000000000142e+01
5.773487892881017558e+01 2.507999999999999829e+01
4.721575039348029179e+01 2.512000099999999492e+01
2.234190054177246765e+01 2.521999900000000139e+01
4.620393703603211577e+01 2.542000000000000171e+01
2.996716445585041555e+01 2.604999899999999968e+01
2.877845658363030168e+01 2.613999899999999599e+01
3.149860173631122962e+01 2.622999999999999687e+01
2.657093909816573785e+01 2.686000099999999691e+01
3.068330632944912395e+01 2.690999999999999659e+01
2.848305820988098702e+01 2.696999900000000139e+01
3.435066007327452553e+01 2.767999999999999972e+01
2.204308368897354597e+01 2.787000099999999492e+01
1.753500751532723712e+01 2.862999899999999798e+01
1.751141334194288390e+01 2.862999899999999798e+01
2.719554570943451210e+01 2.915999999999999659e+01
5.857478866663489470e+01 2.979000099999999662e+01
2.951827513659105051e+01 3.012000099999999492e+01
2.280681590091898414e+01 3.044000099999999520e+01
